Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entity_2_type,labels
grade 1 or 2 polyneuropathy affected 56% of patients while only one (2%) experienced severe polyneuropathy.,paclitaxel,D017239,Chemical,neutropenia,D009503,Disease,0
"discussion: although there is increasing evidence of hepatotoxicity induced by  @CHEMICAL$,, this is the first case of fatality that could have resulted from acute liver failure in a patient receiving  @CHEMICAL$, while on concomitant treatment with carbimazole.",bupropion,D016642,Chemical,hepatotoxic,D056486,Disease,1
induction of the  @DISEASE$  in a woman by exogenous  @CHEMICAL$  administration.,androgen,D000728,Chemical,obstructive sleep apnea syndrome,D020181,Disease,1
"because rats with  @CHEMICAL$--induced diabetes mellitus ((@DISEASE$)) have a high solute diuresis (glycosuria of 10 to 12 g/day), we have suggested that this may in part be responsible for their resistance to gentamicin-induced acute renal failure (arf).",streptozotocin,D013311,Chemical,dm,D003920,Disease,1
"therefore, 60 male rats were randomly assigned to receive daily injection of saline (c),  @CHEMICAL$  (m), or triamcinolone (t) 80 mg/kg/d for 5 d. nutritional intake, measured daily in 15 animals, showed a significant  @DISEASE$  in the steroid-treated groups (-50 and -79% in m and t, respectively).",methylprednisolone,D008775,Chemical,reduction of food intake,D000855,Disease,1
vip(-/-) mice exhibit altered bladder function and neurochemical properties in micturition pathways after  @CHEMICAL$  (cyp)-induced  @DISEASE$..,cyclophosphamide,D003520,Chemical,cystitis,D003556,Disease,1
"the results demonstrate that changes in npy expression, including expression in the granule cells and mossy fibres and the loss of vulnerable npy neurons, are present in the  @CHEMICAL$  model of  @DISEASE$..",pilo,D010862,Chemical,tle,D004833,Disease,1
"randomised clinical trials and observational studies have shown an increased risk of myocardial infarction,  @DISEASE$,, hypertension and heart failure during treatment with  @CHEMICAL$..",cyclooxygenase inhibitors,D016861,Chemical,stroke,D020521,Disease,1
"chronic oral cbz inhibited the development of both lidocaine- and  @CHEMICAL$--induced seizures, but had little effect on the fully developed local anesthetic seizures.",cocaine,D003042,Chemical,seizure,D012640,Disease,1
this was associated with a similar  @DISEASE$..,t,D013739,Chemical,loss in body weight,D015431,Disease,1
"a 24-h pretreatment of both rats and mice with a single dose of cs (100mg/kg, i.p.), resulted in significant protection against the  @DISEASE$  effects of ccl4, chcl3,  @CHEMICAL$  and galactosamine and against the lethal (and presumably cardiotoxic) effect of adriamycin administration.",acetaminophen,D000082,Chemical,hepatotoxic,D056486,Disease,1
a 43-year-old woman had severe jaundice and  @DISEASE$  1 month after receiving  @CHEMICAL$  (10 mg tid) and propranolol (20 mg tid) for treatment of hyperthyroidism.,methimazole,D008713,Chemical,itching,D011537,Disease,1
"a strong association has been found between nephritis and  @DISEASE$  due to  @CHEMICAL$  (a d-penicillamine like compound) and class i antigens b35-cw4, and between  @DISEASE$  due to gold thiosulphate and b35.",tiopronin,D008625,Chemical,dermatitis,D003872,Disease,1
"to avoid disastrous outcomes, physicians must consider  @CHEMICAL$,-induced  @DISEASE$  whenever a recently hospitalized patient returns with thromboembolism; therapy with alternative anticoagulants, not  @CHEMICAL$,, should be initiated.",heparin,D006493,Chemical,thrombocytopenia,D013921,Disease,1
"all 24 patients with  @DISEASE$  received high doses of  @CHEMICAL$  intraoperatively ranging from 61 to 259 mg/kg, had a mean age of 69.",txa,D014148,Chemical,seizures,D012640,Disease,1
doxorubicin  @DISEASE$  in children with left-sided wilms tumor.,doxorubicin,D004317,Chemical,cardiomyopathy,D009202,Disease,1
discontinuation of azithromycin and therapy with  @CHEMICAL$  finally resolved  @DISEASE$..,baclofen,D001418,Chemical,hiccups,D006606,Disease,1
"it is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis,  @DISEASE$  and clonic-tonic convulsions caused by carbachol and  @CHEMICAL$..",eserine,D010830,Chemical,tremor,D014202,Disease,1
"30) on mice suffering from  @CHEMICAL$  (aap)-hepatitis, suggesting that the aap-induced liver injury involves a step which depends on adenoribosylation.",acetaminophen,D000082,Chemical,hepatitis,D056486,Disease,1
central  @DISEASE$  and topical  @CHEMICAL$..,dipivalyl epinephrine,C015173,Chemical,vein thrombosis,D020246,Disease,1
endometrial cancers diagnosed in women treated with  @CHEMICAL$  have poorer prognosis.,tamoxifen,D013629,Chemical,endometrial cancers,D016889,Disease,1
"because rats with streptozotocin-induced diabetes mellitus (dm) have a high solute diuresis (glycosuria of 10 to 12 g/day), we have suggested that this may in part be responsible for their resistance to  @CHEMICAL$--induced acute renal failure ((@DISEASE$)).",gentamicin,D005839,Chemical,arf,D058186,Disease,1
"with this model, we were able to identify diffuse cortical  @DISEASE$  in the  @CHEMICAL$--induced nephrotic syndrome and focal and segmental  @DISEASE$  in the remnant kidney model.",puromycin aminonucleoside,D011692,Chemical,hypoxia,D000860,Disease,1
the ability of insulin treatment to reverse or prevent the changes in urinary bladder function caused by  @CHEMICAL$--induced  @DISEASE$..,streptozotocin,D013311,Chemical,diabetes mellitus,D003920,Disease,1
"a cd50 dose of local anesthetic (causing  @DISEASE$  in 50% of mice) was fatal in 90% of bupivacaine-induced seizures, in 57% of the chloroprocaine group, and in 6% of the  @CHEMICAL$  group.",lidocaine,D008012,Chemical,convulsions,D012640,Disease,1
"oxytocin administration during midtrimester-induced abortions is advocated only if it can be carried out under careful observations of an alert nursing staff, aware of the symptoms of  @DISEASE$  and instructed to watch the diuresis and report such early signs of the syndrome as asthenia, muscular irritability, or headaches.",oxytocin,D010121,Chemical,water intoxication,D014869,Disease,1
"objective: to test the hypothesis that, in lifetime captopril-treated spontaneously  @DISEASE$  rats (shr), the sympathetic nervous system contributes importantly to the  @DISEASE$  effect of  @CHEMICAL$  supplementation.",dietary sodium chloride,D017673,Chemical,hypertensive,D006973,Disease,1
"case summary: a 46-year-old african-american man experienced recurrent grand mal seizures during intravenous infusion of  @CHEMICAL$,, then petit mal seizures as the infusion was stopped and the drug concentrations decreased with time.",amphotericin b,D000666,Chemical,seizure,D012640,Disease,1
there was no significant difference in the proportion of subjects in the dfmo plus  @CHEMICAL$  group who experienced clinically significant  @DISEASE$  compared with the placebo group.,sulindac,D013467,Chemical,hearing loss,D034381,Disease,1
these results suggest that the  @DISEASE$  effects of csa and  @CHEMICAL$  is likely mediated through binding to renal immunophilin and inhibiting calcineurin phosphatase.,fk506,D016559,Chemical,nephrotoxic,D007674,Disease,1
d-penicillamine caused nephrotic syndrome in 1 patient and milder reversible  @DISEASE$  in 3 other patients; none developed renal insufficiency.,d-penicillamine,D010396,Chemical,proteinuria,D011507,Disease,1
this program consists of double screenings of pregnant women and prophylactic treatment to the infants born to both  @DISEASE$  surface antigen (hbsag) and  @CHEMICAL$  (hbeag) positive mothers.,hepatitis b e antigen,D006513,Chemical,hepatitis b,D006509,Disease,1
the cardiomyopathy ((@DISEASE$)) produced by the anticancer drug  @CHEMICAL$  (dxr) (adriamycin) provides a unique opportunity to analyze dose-effect and structure-function relationships during development of myocardial disease.,doxorubicin,D004317,Chemical,cm,D003287,Chemical,1
"the occurrence of a  @DISEASE$  is reported after chemotherapy containing  @CHEMICAL$,, in a man with no risk factors for coronary heart disease.",etoposide,D005047,Chemical,myocardial infarction,D009203,Disease,1
conclusions: familial thyroid illness is a risk factor for hypothyroidism and hypercalcemia during  @CHEMICAL$  therapy.,lithium,D008094,Chemical,hypothyroid,D007037,Disease,1
renal function significantly deteriorated in the group pretreated with  @CHEMICAL$  (p < 0.,furosemide,D005665,Chemical,renal function significantly deteriorated,D058186,Disease,1
"skin rashes, proteinuria, systemic lupus erythematosus, polymyositis and myasthenia gravis have all been recorded as complications of  @CHEMICAL$  therapy in patients with rheumatoid arthritis.",penicillamine,D010396,Chemical,skin rashes,D005076,Disease,1
renal blood flow (rbf) increased during fenoldopam-induced  @DISEASE$  11 +/- 7 per cent and decreased 21 +/- 8 per cent during sodium  @CHEMICAL$--induced  @DISEASE$  (p less than 0.,nitroprusside,D009599,Chemical,hypotension,D007022,Disease,1
conclusions:  @CHEMICAL$--induced  @DISEASE$  did not affect long-term mortality.,paracetamol,D000082,Chemical,acute liver failure,D017114,Disease,1
"the epidemiologic findings are most consistent with the hypothesis that chronic  @CHEMICAL$  use disrupts dopaminergic function and, when coupled with recent  @CHEMICAL$  use, may precipitate agitation, delirium, aberrant thermoregulation,  @DISEASE$,, and sudden death.",cocaine,D003042,Chemical,rhabdomyolysis,D012206,Disease,1
5 and 5 mg/kg influenced the duration but not the latency of ketamine- or  @CHEMICAL$--induced  @DISEASE$..,diazepam,D003975,Chemical,narcosis,D053608,Disease,1
neuroleptic malignant syndrome induced by  @CHEMICAL$  on the second day of treatment.,ziprasidone,C092292,Chemical,neuroleptic malignant syndrome,D009459,Disease,1
"case summary: a 46-year-old african-american man experienced recurrent grand mal  @DISEASE$  during intravenous infusion of  @CHEMICAL$,, then petit mal  @DISEASE$  as the infusion was stopped and the drug concentrations decreased with time.",amphotericin b,D000666,Chemical,seizures,D012640,Disease,1
conclusions: clinicians should be aware of the possibility of acute liver insult induced by  @CHEMICAL$  given concurrently with other  @DISEASE$  drugs.,bupropion,D016642,Chemical,hepatotoxic,D056486,Disease,1
"intracerebroventricular injection of atropine, hexamethonium, and naloxone also decreased  @DISEASE$  induced by morphine plus  @CHEMICAL$..",nicotine,D009538,Chemical,catalepsy,D002375,Disease,1
objective: the objective was to examine the relation between  @CHEMICAL$  intake and mortality from  @DISEASE$..,vitamin c,D001205,Chemical,cardiovascular disease,D002318,Disease,1
"a murine model of  @DISEASE$:: the effects of hyperprolactinemia induced by  @CHEMICAL$,, a selective serotonin reuptake inhibitor, on  @DISEASE$: induction in wistar albino rats.",fluoxetine hydrochloride,D005473,Chemical,adenomyosis,D062788,Disease,1
"risperidone-associated, benign transient  @DISEASE$  in schizophrenic patients with a past history of lsd abuse.",risperidone,D018967,Chemical,visual disturbances,D010468,Disease,1
"they both reported short episodes of transient  @DISEASE$,, which appeared immediately after starting treatment with  @CHEMICAL$..",risperidone,D018967,Chemical,visual disturbances,D010468,Disease,1
delayed asystolic  @DISEASE$  after  @CHEMICAL$  overdose; resuscitation with high dose intravenous calcium.,diltiazem,D004110,Chemical,cardiac arrest,D006323,Disease,1
massive  @DISEASE$  associated with fulminant hepatic failure in  @CHEMICAL$  overdose: possible role of cranial decompression.,acetaminophen,D000082,Chemical,cerebral edema,D001929,Disease,1
serotonin 6 receptor gene is associated with  @CHEMICAL$--induced  @DISEASE$  in a japanese population.,methamphetamine,D008694,Chemical,psychosis,D011605,Disease,1
"torsade de pointes can be treated when recognized early, possibly without discontinuation of  @CHEMICAL$..",pentamidine,D010419,Chemical,torsade de pointes,D016171,Disease,1
a positive lymphocyte transformation test with  @CHEMICAL$  in vitro further substantiates the potential role of this drug in causing  @DISEASE$  in a susceptible patient.,indomethacin,D007213,Chemical,aplastic anemia,D000741,Disease,1
this supports and extends previous evidence for a mechanism by which enflurane and/or isoflurane could produce a hypersensitivity condition similar to that of  @CHEMICAL$   @DISEASE$  either alone or subsequent to  @CHEMICAL$  administration.,halothane,D006221,Chemical,hepatitis,D056486,Disease,1
"to examine a possibly deteriorating cardiotoxic effect of sm-5887, low-grade  @DISEASE$  was induced in dogs by four courses of  @CHEMICAL$  (1.",doxorubicin,D004317,Chemical,cardiomyopathy,D009202,Disease,1
these data suggest a similarity between postalcoholic wernicke-korsakoff syndrome and the patient with  @CHEMICAL$--induced  @DISEASE$  from the standpoint of transketolase abnormality.,tolazamide,D014042,Chemical,wernicke's encephalopathy,D014899,Disease,1
"objective: to achieve absolute risk estimates of  @DISEASE$  (vte) among women on cyproterone acetate plus ethinylestradiol (cpa/ee), and among women on combined oral contraceptives ((@CHEMICAL$)).",cocs,D003277,Chemical,venous thromboembolism,D054556,Disease,1
"prolongation of qt interval,  @DISEASE$,, and sudden cardiac death have been reported after concomitant administration with  @CHEMICAL$  or azole antifungal agents, but not with other cyp3a4 inhibitors.",erythromycin,D004917,Chemical,torsades de pointes,D016171,Disease,1
"arteritis induced in rats by vasodilators,  @CHEMICAL$  and theophylline, was examined immunohistochemically for expressions of inducible type of nitric oxide synthase (inos), basic fibroblast growth factor (bfgf) and tumor growth factor-beta1 (tgf-beta1).",fenoldopam,D018818,Chemical,arteritis,D001167,Disease,1
"to elucidate the possible role of the kinin b1 receptor (b1r) during the development of  @CHEMICAL$-  @DISEASE$., we studied b1r knockout mice (b1r(-/-)) by investigating cardiac inflammation and apoptosis after induction of  @CHEMICAL$--induced  @DISEASE$..",dox,D004317,Chemical,cardiomyopathy,D009202,Disease,1
effect of glyceryl trinitrate on the sphincter of oddi  @DISEASE$  evoked by prostigmine-morphine administration.,morphine,D009020,Chemical,spasm,D013035,Disease,1
calcium carbonate toxicity: the updated milk-alkali syndrome; report of 3 cases and review of the literature.,calcium carbonate,D002119,Chemical,milk-alkali syndrome,D006934,Disease,1
a single ppa/caffeine administration (same dose) lead to acute  @DISEASE$  in both the normotensive and hypertensive animals.,caffeine,D002110,Chemical,hypertension,D006973,Disease,1
the mechanism of cs protection does not appear to be dependent on the inhibition of chemical bioactivation to a toxic reactive intermediate (in light of the protection observed against  @CHEMICAL$  hepatotoxicity).,galactosamine,D005688,Chemical,hepatotoxicity,D056486,Disease,1
"however, the risk of reaction to these alternative study drugs is statistically increased by a history of chronic urticaria and, above all, by a history of  @CHEMICAL$--induced  @DISEASE$..",nsaid,D000894,Chemical,angioedema,D000799,Disease,1
the common factor relating thromboembolism and  @DISEASE$  is  @CHEMICAL$--induced platelet aggregation.,heparin,D006493,Chemical,thrombocytopenia,D013921,Disease,1
"our results indicated that 1) treatment of mice with  @CHEMICAL$  caused cardiovascular arrhythmias characterized by  @DISEASE$,, extension of ventricular depolarization time (tqrs), and failure of qrs at high concentrations (10-14 mg/kg body weight cumulative dose); 2) the heart mitochondria underwent swelling, fusion, dissolution, and/or disruption of mitochondrial cristae after several weeks of treatment.",adr,D004317,Chemical,bradycardia,D001919,Disease,1
"dopamine antagonist fluphenazine, d-1 antagonist  @CHEMICAL$  or d-2 antagonist sulpiride induced  @DISEASE$..",sch 23390,C534628,Chemical,catalepsy,D002375,Disease,1
"this study was undertaken to ascertain whether the alterations of plasma lipoproteins found in  @DISEASE$  induced by puromycin  @CHEMICAL$. were due to  @DISEASE$  per se, or, at least in part, to the  @CHEMICAL$..",aminonucleoside,D011692,Chemical,nephrotic syndrome,D009404,Disease,1
chronic carbamazepine inhibits the development of local anesthetic  @DISEASE$  kindled by  @CHEMICAL$  and lidocaine.,cocaine,D003042,Chemical,seizures,D012640,Disease,1
dose-effect and structure-function relationships in  @CHEMICAL$   @DISEASE$..,doxorubicin,D004317,Chemical,cardiomyopathy,D009202,Disease,1
we report a case of combined levomepromazine-fluvoxamine treatment-induced  @DISEASE$..,fluvoxamine,D016666,Chemical,seizures,D012640,Disease,1
bilateral optic neuropathy due to combined ethambutol and  @CHEMICAL$  treatment.,isoniazid,D007538,Chemical,bilateral optic neuropathy,D009901,Disease,1
"although low concentrations (less than or equal to 50 ppm) of corticosterone had beneficial effects on totp-induced  @DISEASE$,, greater than or equal to 200 ppm exacerbated clinical signs in chickens given either totp or  @CHEMICAL$..",dfp,D007531,Chemical,neuropathy,D009422,Disease,1
"conclusions: as of march 24, 2005, this is the first reported case of amisulpride- and  @CHEMICAL$--induced  @DISEASE$  crisis in a patient with pheochromocytoma.",tiapride,D063325,Chemical,hypertensive,D006973,Disease,1
"in addition to its use as a stabilizer/rigidifier of membranes, cholesteryl hemisuccinate, tris salt (cs) administration has also been shown to protect rats from the  @DISEASE$  effects of carbon tetrachloride ((@CHEMICAL$)).",ccl4,D002251,Chemical,hepatotoxic,D056486,Disease,1
"conclusions: during induction of anaesthesia with tci of  @CHEMICAL$  and remifentanil, a significant reduction in  @CHEMICAL$  infusion  @DISEASE$  was achieved without significant complications by prior administration of remifentanil at a target ce of 4 ng ml(-1).",propofol,D015742,Chemical,pain,D010146,Disease,1
"because of the clinical toxicities associated with chronic urd administration, the ability of benzylacyclouridine (bau) to effect, in vivo,  @CHEMICAL$--induced anemia and  @DISEASE$  was assessed.",azt,D015215,Chemical,leukopenia,D007970,Disease,1
"thus, in borderline hypertensive men, exaggerated responses to  @CHEMICAL$  were: selective for diastolic bp, consistent with greater vasoconstriction, replicated in 2 protocols, and representative of nearly all borderline  @DISEASE$..",caffeine,D002110,Chemical,hypertensives,D006973,Disease,1
"in addition, amn082 reduces the duration of  @CHEMICAL$--induced  @DISEASE$  in a mglu7 receptor-dependent manner in wild-type but not mglu7 receptor knockout mice.",haloperidol,D006220,Chemical,catalepsy,D002375,Disease,1
"we report a case of  @CHEMICAL$--induced  @DISEASE$  in a patient with normal renal function, to highlight predisposing factors that are frequently overlooked.",acetazolamide,D000086,Chemical,gerstmann syndrome,D005862,Disease,1
vasopressin in the treatment of  @CHEMICAL$--induced  @DISEASE$  in severe heart failure.,milrinone,D020105,Chemical,hypotension,D007022,Disease,1
"while the use of  @CHEMICAL$  in quantities that may be considered ""moderate"" is not associated with  @DISEASE$,, heavy use of  @CHEMICAL$  use may lead to long lasting memory impairments.",mdma,D018817,Chemical,impaired memory functioning,D008569,Disease,1
worsening of  @CHEMICAL$--induced dyskinesias by motor and mental tasks.,levodopa,D007980,Chemical,dyskinesia,D004409,Disease,1
"methods: three subjects with a history of  @CHEMICAL$  (emb)-induced optic neuropathy of short-, intermediate-, and long-term  @DISEASE$  were administered a full neuro-ophthalmologic examination including visual acuity, color vision, contrast sensitivity, and fundus examination.",ethambutol,D004977,Chemical,visual deficits,D014786,Disease,1
group ii also showed a significant decrease of chronic  @DISEASE$  secondary to long-term therapy with  @CHEMICAL$..,cyclosporine,D016572,Chemical,nephrotoxicity,D007674,Disease,1
"reserpine also produced  @DISEASE$  and catalepsy, which are signs suggestive of parkinson's disease.",reserpine,D012110,Chemical,tremor,D014202,Disease,1
"we strongly suspect that this lethal  @DISEASE$  was mainly due to  @CHEMICAL$,, occurring in a patient having received previous cisplatin chemotherapy and with poor kidney perfusion due to transient hypotension.",ifosfamide,D007069,Chemical,anuria,D001002,Disease,1
"the time course and concentration-effect relationship of  @CHEMICAL$--induced  @DISEASE$  was studied, using computer-aided pharmacokinetic-dynamic modeling.",terbutaline,D013726,Chemical,hypokalemia,D007008,Disease,1
clinically reversible  @DISEASE$  developed in a 23-year-old man with acute lymphocytic leukemia after 10 months of maintenance therapy with  @CHEMICAL$..,6-thioguanine,D013866,Chemical,veno-occlusive disease of the liver,D006504,Disease,1
we interpret this as episodes of  @DISEASE$  caused by  @CHEMICAL$..,metoclopramide,D008787,Chemical,cardiac arrest,D006323,Disease,1
"from a registry of all  @CHEMICAL$--related deaths in dade county, florida, from 1969-1990, 58 edds were compared with 125 victims of accidental  @CHEMICAL$- overdose without excited  @DISEASE$..",cocaine,D003042,Chemical,delirium,D003693,Disease,1
conclusion: no quantitative evidence for narrowing of large cerebral arteries or qualitative angiographic evidence for distal narrowing or vasculitis could be found in patients who underwent angiography after  @DISEASE$  sah associated with  @CHEMICAL$  use.,cocaine,D003042,Chemical,aneurysmal,D017542,Disease,1
etiologic factors in the pathogenesis of  @DISEASE$  associated with oral contraceptives.,oral contraceptive,D003276,Chemical,liver tumors,D008113,Disease,1
penicillamine-induced rapidly progressive  @DISEASE$  in a patient with rheumatoid arthritis.,penicillamine,D010396,Chemical,glomerulonephritis,D005921,Disease,1
"these results suggest that pgs are involved in the mechanism(s) underlying fluorthyl- and ptz-induced  @DISEASE$., but not  @CHEMICAL$--, electroshock-, or bicuculline-induced  @DISEASE$..",picrotoxin,D010852,Chemical,convulsions,D012640,Disease,1
"in parkinson's disease +  @DISEASE$,, the force involved in pressing down the object before lifting was significantly increased by  @CHEMICAL$  (by 61%, p < 0.",levodopa,D007980,Chemical,lid,D004409,Disease,1
"experimental design: because of their widespread use, the  @DISEASE$  following coadministration of dexrazoxane and these three structurally different dna cleavage enhancers was investigated: sensitivity of human and murine blood progenitor cells to etoposide, daunorubicin, and  @CHEMICAL$  +/- dexrazoxane was determined in granulocyte-macrophage colony forming assays.",doxorubicin,D004317,Chemical,hematologic toxicity,D006402,Disease,1
the purpose of the present study was to investigate the changes in plasma and urinary lipoproteins during the administration of puromycin  @CHEMICAL$  (20 mg/kg for 7 days) and the subsequent development of  @DISEASE$..,aminonucleoside,D011692,Chemical,nephrotic syndrome,D009404,Disease,1
"preliminary results indicate that  @CHEMICAL$--treated lw rats that were fed the same diet, which was supplemented with corn oil up to 20% fat, developed  @DISEASE$  after intervals of 6-12 months.",testosterone,D013739,Chemical,prostate cancer,D011471,Disease,1
glyceryl trinitrate induces attacks of  @DISEASE$  in sufferers of migraine with aura.,glyceryl trinitrate,D005996,Chemical,migraine without aura,D020326,Disease,1
"in order to clarify the nature of this initial contralateral  @DISEASE$  we examined the effect of the duration of recovery period after the lesion, on  @CHEMICAL$--induced  @DISEASE$ al behavior.",amphetamine,D000661,Chemical,rotation,D009069,Disease,1
974) and increasing the ip infusion time of  @CHEMICAL$  hcl 120 mg/kg was associated with a 91% reduced odds of  @DISEASE$  at infusion times of 15 to 90 min compared to bolus injection.,bupropion,D016642,Chemical,convulsions,D012640,Disease,1
"in recent years, increasing evidence has suggested that the messenger molecule nitric oxide ((@CHEMICAL$)) is involved in pain mechanisms of  @DISEASE$..",no,D009569,Chemical,migraine without aura,D020326,Disease,1
"results: adenosine produced no effect on pain report to acute noxious thermal or chemical stimulation but reduced mechanical hyperalgesia and  @DISEASE$  from intradermal  @CHEMICAL$  injection for at least 24 h. in contrast, residence time of adenosine in cerebrospinal fluid was short (< 4 h).",capsaicin,D002211,Chemical,allodynia,D006930,Disease,1
two patients are presented who suffered progressive hemiparesis due to  @CHEMICAL$   @DISEASE$..,dph,D010672,Chemical,overdose,D062787,Disease,1
"aggressive behaviors have been reported in patients who suffer from some  @DISEASE$,, and are common in  @CHEMICAL$  (meth) abusers.",methamphetamine,D008694,Chemical,psychiatric disorders,D001523,Disease,1
"after a short period of basal activity recording,  @DISEASE$  focus was induced by injecting 400iu/2 microl  @CHEMICAL$  into the left lateral ventricle while the cortical activity was continuously recorded.",penicillin-g potassium,D010400,Chemical,epileptic,D004827,Disease,1
valproate-induced chorea and  @DISEASE$  in atypical nonketotic hyperglycinemia.,valproate,D014635,Chemical,encephalopathy,D001927,Disease,1
"in order to determine if ppa/caffeine can lead to stroke in normotensive and/or  @DISEASE$  rats, we administered the combination in six times the allowed human dose calculated on a per weight basis for the rats two times per day for five days.",caffeine,D002110,Chemical,hypertensive,D006973,Disease,1
"however, when a second dose of the steroid was administered 1 hr after the first dose, complete protection from the  @CHEMICAL$--induced limbic seizures and  @DISEASE$  was obtained.",kainic acid,D007608,Chemical,status epilepticus,D013226,Disease,1
"thus, atorvastatin prevented and reversed dexamethasone-induced  @DISEASE$  in the rat.",dex,D003907,Chemical,hypertension,D006973,Disease,1
"we conclude that  @CHEMICAL$  infusion is associated with a significant increase in silent st segment deviation suggestive of  @DISEASE$,, particularly among patients with coronary artery disease.",5-fu,D005472,Chemical,ischemia,D007511,Disease,1
fatal  @DISEASE$  due to  @CHEMICAL$---lymphocyte transformation tests in vitro.,indomethacin,D007213,Chemical,aplastic anemia,D000741,Disease,1
"we conclude that neuroactive steroids are highly effective in protecting against  @CHEMICAL$-- and kainic acid-induced seizures and status epilepticus in mice, and may be of utility in the treatment of some forms of status epilepticus in humans.",pilocarpine,D010862,Chemical,seizure,D012640,Disease,1
phenylpropanolamine (ppa) is a drug that has been associated with serious side effects including  @DISEASE$..,phenylpropanolamine,D010665,Chemical,stroke,D020521,Disease,1
"haloperidol-induced  @DISEASE$  was challenged with prior intracollicular microinjections of glutamate nmda receptor antagonists, mk-801 (15 or 30 mmol/0.",haloperidol,D006220,Chemical,catalepsy,D002375,Disease,1
"in addition to its use as a stabilizer/rigidifier of membranes, cholesteryl hemisuccinate, tris salt (cs) administration has also been shown to protect rats from the  @DISEASE$  effects of  @CHEMICAL$  (ccl4).",carbon tetrachloride,D002251,Chemical,hepatotoxic,D056486,Disease,1
the heart block was treated by pacemaker insertion and the  @DISEASE$  resolved spontaneously following  @CHEMICAL$  discontinuation.,chloroquine,D002738,Chemical,heart failure,D006333,Disease,1
torsade de pointes induced by  @CHEMICAL$  in an elderly woman with preexisting complete left bundle branch block.,metoclopramide,D008787,Chemical,torsade de pointes,D016171,Disease,1
"we conclude that neuroactive steroids are highly effective in protecting against pilocarpine- and  @CHEMICAL$--induced seizures and  @DISEASE$  in mice, and may be of utility in the treatment of some forms of  @DISEASE$  in humans.",kainic acid,D007608,Chemical,status epilepticus,D013226,Disease,1
use of  @CHEMICAL$  in 1 child was associated with progressive renal failure and  @DISEASE$..,cidofovir,C059262,Chemical,neutropenia,D009503,Disease,1
a small amount of  @CHEMICAL$  was administered subcutaneously in the right forehead to evoke a burning  @DISEASE$  sensation in the first division of the trigeminal nerve.,capsaicin,D002211,Chemical,painful,D010146,Disease,1
systemic toxicity following administration of sirolimus (formerly rapamycin) for psoriasis: association of  @DISEASE$  syndrome with apoptosis of lesional lymphocytes.,rapamycin,D020123,Chemical,capillary leak,D019559,Disease,1
"using a rat model of  @CHEMICAL$--induced  @DISEASE$., we tested the hypothesis that abnormal cardiac adrenergic neuron activity may appear and be exacerbated dose-dependently in  @CHEMICAL$-  @DISEASE$..",adriamycin,D004317,Chemical,cardiomyopathy,D009202,Disease,1
"forty-eight hr of remd increased apomorphine-induced aggressiveness, and reduced (immediately after completing of remd) or increased (96 hr after completing of remd)  @CHEMICAL$--induced  @DISEASE$..",quipazine,D011814,Chemical,head twitches,D009069,Disease,1
"despite increasing reports on nonionic  @CHEMICAL$--induced  @DISEASE$  (cin) in hospitalized adult patients during cardiac procedures, the studies in pediatrics are limited, with even less focus on possible predisposing factors and preventive measures for patients undergoing cardiac angiography.",contrast media,D003287,Chemical,nephropathy,D007674,Disease,1
"it is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as mydriasis,  @DISEASE$  and clonic-tonic convulsions caused by  @CHEMICAL$  and eserine.",carbachol,D002217,Chemical,tremor,D014202,Disease,1
we documented airway occlusion during sleep and an abnormally high supraglottic resistance while awake in a 54-yr-old woman who had developed physical changes and the syndrome of  @DISEASE$  while being administered exogenous  @CHEMICAL$..,androgens,D000728,Chemical,obstructive sleep apnea,D020181,Disease,1
"pretreatment with  @CHEMICAL$  (1 mg/kg) 24 h before the observation test produced increases in vacuous chewing movements and tongue protrusion, as well as increases in tremor and  @DISEASE$,, whereas mk-801 (0.",reserpine,D012110,Chemical,catalepsy,D002375,Disease,1
in this study we investigated tolerability and reliability of nimesulide and  @CHEMICAL$  in a very large number of patients with an exclusive well-documented history of nsaid-induced urticaria/angioedema.,paracetamol,D000082,Chemical,angioedema,D000799,Disease,1
combination therapy is associated with a clinically important adverse effect:  @CHEMICAL$--induced hemolytic anemia ((@DISEASE$)).,ribavirin,D012254,Chemical,riha,D000743,Disease,1
lethal anuria complicating high dose  @CHEMICAL$  chemotherapy in a breast cancer patient with an  @DISEASE$..,ifosfamide,D007069,Chemical,impaired renal function,D007674,Disease,1
"ten years previously he had been diagnosed to have  @CHEMICAL$--induced  @DISEASE$,, and  @CHEMICAL$- therapy had been discontinued.",lithium,D008094,Chemical,nephrogenic diabetes insipidus,D018500,Disease,1
"here, we describe a case of severe masseter muscle rigidity ((@DISEASE$)) after  @CHEMICAL$  (sch) administration during general anesthetic management for rigid bronchoscopic removal of a tracheal foreign body.",succinylcholine,D013390,Chemical,jaw of steel,D014313,Disease,1
results: rs6693503 was associated with  @CHEMICAL$--induced  @DISEASE$  patients in the allele/genotype-wise analysis.,meth,D008694,Chemical,psychosis,D011605,Disease,1
