Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entitty_2_type,labels
phenylephrine but not ephedrine  @DISEASE$  following anesthesia-induced hypotension.,phenylephrine,D010656,Chemical,reduces frontal lobe oxygenation,D002534,Disease,1
we postulate that the mechanism of the  @CHEMICAL$--induced hepatotoxicity is the increased simvastatin exposure by ezetimibe inhibition of ugt enzymes.,simvastatinezetimibe,C492458,Chemical,hepatotoxic,D056486,Disease,1
"objective: to report a case of a severe interaction between simvastatin, amiodarone, and atazanavir resulting in  @DISEASE$  and acute renal failure.",amiodarone,D000638,Chemical,rhabdomyolysis,D012206,Disease,1
light microscopic analysis showed a significant protection against  @CHEMICAL$--induced  @DISEASE$..,adr,D004317,Chemical,cardiac morphological alterations,D009202,Disease,1
"the nitric oxide (no) inhibitor nitro-l-arginine methyl ester (l-name) may act as an otoprotectant against high-frequency  @DISEASE$  caused by gentamicin, but further studies are needed to confirm this.",gentamicin,D005839,Chemical,hearing loss,D034381,Disease,1
serial  @DISEASE$  caused by  @CHEMICAL$  administration in two patients on hemodialysis.,levodopa/carbidopa,C009265,Chemical,epilepsy,D004827,Disease,1
arterial  @DISEASE$  as a complication of prolonged  @CHEMICAL$  treatment.,ketoconazole,D007654,Chemical,hypertension,D006973,Disease,1
"the risk of developing  @DISEASE$  or cancer of the renal pelvis, ureter or bladder associated with consumption of either  @CHEMICAL$  or paracetamol was calculated from data acquired by questionnaire from 381 cases and 808 controls.",phenacetin,D010615,Chemical,renal papillary necrosis,D007681,Disease,1
massive  @DISEASE$  and acute renal failure after oral bisphosphonate ((@CHEMICAL$)) administration in a patient with focal segmental glomerulosclerosis.,alendronate,D019386,Chemical,proteinuria,D011507,Disease,1
"however, use of bzds/rds was associated with dizziness, inability to sleep after awaking at night and  @DISEASE$  in the mornings during the week prior to admission and with stronger depressive symptoms measured at the beginning of the hospital stay.",bzds,D001569,Chemical,tiredness,D005221,Disease,1
"purpose: this study was designed to establish a rat model of  @DISEASE$  (taa) by calcium chloride (cacl(2))-induced arterial injury and to explore the potential role of a disintegrin and metalloproteinase (adam), matrix metalloproteinases (mmps) and their endogenous inhibitors (timps) in taa formation.",cacl(2),D002122,Chemical,thoracic aortic aneurysm,D017545,Disease,1
physicians who use  @CHEMICAL$- to treat patients with inflammatory bowel disease should be aware of the signs of  @CHEMICAL$--induced  @DISEASE$  syndrome.,sulfasalazine,D012460,Chemical,lupus,D008180,Disease,1
"conclusions: sub-chronic low dose  @CHEMICAL$  potentiates and extends the inhibition of cocaine-induced increases in dopamine, effectively reducing cumulative exposures and the risk for vfds.",gvg,D020888,Chemical,vfd,D005128,Disease,1
valproic acid induced  @DISEASE$---19 new cases in germany from 1994 to 2003--a side effect associated to vpa-therapy not only in young children.,valproic acid,D014635,Chemical,encephalopathy,D001927,Disease,1
"a low incidence of  @DISEASE$  was observed after exposure to each of the four calcium channel blockers, but this incidence was statistically significant only for verapamil and  @CHEMICAL$..",nifedipine,D009543,Chemical,cardiovascular malformations,D018376,Disease,1
we suggest that our patient's tubular dysfunction and  @DISEASE$  may have resulted from mitochondrial dysfunction which is triggered by tacrolimus and augmented by  @CHEMICAL$..,lamivudine,D019259,Chemical,myopathy,D009135,Disease,1
the biochemical results of brain biogenic amines of balb/c mouse strain suggest a probable decrease of catecholamine turnover rate and/or metabolism by monoamine oxidase and a resulting increase in o-methylation of norepinephrine which may account for a  @DISEASE$  caused by  @CHEMICAL$  in the balb/c mice.,amantadine,D000547,Chemical,behavioral depression,D011596,Disease,1
effects of  @CHEMICAL$  on the threshold for initiating  @DISEASE$  during respiratory failure.,aminophylline,D000628,Chemical,ventricular fibrillation,D014693,Disease,1
"side effects attributable to  @CHEMICAL$  included decreased appetite (36%),  @DISEASE$  (10%), behavioral change (22%), and gastrointestinal symptoms (18%);  @CHEMICAL$  dosage was reduced in 43% of patients.",mazindol,D008454,Chemical,dry mouth,D014987,Disease,1
"this study assessed the ability of ih636 grape seed proanthocyanidin extract (gspe) to prevent acetaminophen ((@CHEMICAL$))-induced  @DISEASE$,, amiodarone (ami)-induced lung toxicity, and doxorubicin (dox)-induced cardiotoxicity in mice.",aap,D000082,Chemical,nephrotoxicity,D007674,Disease,1
"in contrast, both methscopolamine and neostigmine, which do not penetrate the blood-brain barrier, had no effect on the  @DISEASE$  produced by morphine.",scopolamine,D012601,Chemical,hyperactivity,D006948,Disease,1
the present study was carried out to test the effects of l-alpha-glycerylphosphorylcholine (l-alpha-gfc) on  @DISEASE$  induced by  @CHEMICAL$  in man.,scopolamine,D012601,Chemical,memory impairment,D008569,Disease,1
ranitidine-induced acute  @DISEASE$  in a cadaveric renal allograft.,ranitidine,D011899,Chemical,interstitial nephritis,D009395,Disease,1
organic mental disorder was observed in a 29-year-old female in the prognostic period after the onset of  @CHEMICAL$--induced  @DISEASE$..,carmofur,C017367,Chemical,leukoencephalopathy,D056784,Disease,1
"however, literature regarding the incidence of the recurrence of  @DISEASE$  in patients exposed sequentially to  @CHEMICAL$  and tacrolimus is limited.",cyclosporine,D016572,Chemical,tma,D057049,Disease,1
objectives: to correlate optical density and percent inhibition of a two-step  @CHEMICAL$--induced thrombocytopenia (hit) antigen assay with thrombosis; the assay utilizes reaction inhibition characteristics of a high  @CHEMICAL$- concentration.,heparin,D006493,Chemical,thrombosis,D013927,Disease,1
"because knowledge of stone composition is essential for studies of their pathogenesis, treatment, and prevention, this was investigated by direct and indirect methods in 14  @CHEMICAL$  treated acromegalic patients with  @DISEASE$..",octreotide,D015282,Chemical,gall stones,D042882,Disease,1
"objective: this is to present reversible inferior colliculus lesions in  @CHEMICAL$--induced  @DISEASE$,, to focus on the diffusion-weighted imaging (dwi) and fluid attenuated inversion recovery (flair) imaging.",metronidazole,D008795,Chemical,encephalopathy,D001927,Disease,1
"fewer subjects reported adverse events following treatment with desipramine alone than when receiving desipramine with  @CHEMICAL$. (33 versus 86%), the most frequent of which (nausea and headache) have been reported for patients treated with either desipramine or  @CHEMICAL$..",cinacalcet,C476217,Chemical,nausea,D009325,Disease,1
"neuroprotection rendered by mpep may be associated with the reduction of the  @CHEMICAL$--induced dopamine efflux in the striatum due to the blockade of extrastriatal mglur5, and with a decrease in  @DISEASE$..",methamphetamine,D008694,Chemical,hyperthermia,D005334,Disease,1
"bromocriptine-induced  @DISEASE$  was unaffected by isoproterenol pretreatment, while tachycardia was reversed to significant bradycardia, an effect that was partly reduced by i.v. domperidone (0.",bromocriptine,D001971,Chemical,hypotension,D007022,Disease,1
"l-name reduced  @CHEMICAL$--induced  @DISEASE$  in the high-frequency range, but gave no protection in the middle or low frequencies.",gentamicin,D005839,Chemical,hearing loss,D034381,Disease,1
"conclusions: we have demonstrated an increased risk of  @DISEASE$  associated with the use of cpa/ee in women with acne, hirsutism or pcos although residual confounding by indication cannot be excluded.",ee,D004997,Chemical,vte,D054556,Disease,1
intrarenal infusion of  @CHEMICAL$  caused  @DISEASE$  at doses which did not do so when infused intravenously.,noradrenaline,D009638,Chemical,hypertension,D006973,Disease,1
patients who are switched from  @CHEMICAL$  to tacrolimus or vice versa should be closely monitored for the signs and symptoms of recurrent  @DISEASE$..,cyclosporine,D016572,Chemical,tma,D057049,Disease,1
the aim of this study was to investigate the effect of rg1 on  @DISEASE$  by chronic  @CHEMICAL$  administration and the mechanism responsible for this effect.,morphine,D009020,Chemical,learning impairment,D007859,Disease,1
the observed positive impact of nifedipine on reducing the nephrotoxicity associated with  @CHEMICAL$  in liver transplant recipients should be an important factor in selecting an agent to treat  @DISEASE$  in this population.,tacrolimus,D016559,Chemical,hypertension,D006973,Disease,1
"2 g/dl, splenomegaly 2-3 times normal, and testicular atrophy approximately half normal weight) after 12 doses of carbon tetrachloride given intragastrically in the  @CHEMICAL$--primed rat was increased from 25% to 56% by giving the initial ""calibrating"" dose of carbon tetrachloride at the peak of the  @CHEMICAL$--induced  @DISEASE$..",phenobarbitone,D010634,Chemical,enlargement of the liver,D006529,Disease,1
"a 77-y-old patient developed weakness of extremities,  @DISEASE$,, dysarthria and tremor 1 h after ingestion of 200 mg  @CHEMICAL$  for the first time in his life.",ketoconazole,D007654,Chemical,legs paralysis,D010243,Disease,1
a 54-year-old hypothyroid male taking thyroxine and  @CHEMICAL$  presented with bilateral leg  @DISEASE$  and myonecrosis.,simvastatin,D019821,Chemical,compartment syndrome,D003161,Disease,1
"ovx significantly enhanced the hypotensive response to alpha-methyldopa, in contrast to no effect on rilmenidine  @DISEASE$..",alpha-methyldopa,D008750,Chemical,hypotension,D007022,Disease,1
background: we report on the manifestation of a  @CHEMICAL$  (lev)-induced  @DISEASE$..,levetiracetam,C026098,Chemical,encephalopathy,D001927,Disease,1
"combining the two  @CHEMICAL$  groups revealed further significant benefits from the avoidance of opioids, reducing  @DISEASE$  and nausea prior to discharge from 35% and 33% to 22% and 19% (p = 0.",fentanyl,D005283,Chemical,postoperative nausea and vomiting,D020250,Disease,1
"myopathy, associated in some cases with myoglobinuria, and in 2 cases with transient renal failure, has been rarely reported with lovastatin, especially in patients concomitantly treated with cyclosporin,  @CHEMICAL$  or niacin.",gemfibrozil,D015248,Chemical,myopathy,D009135,Disease,1
erythema multiforme and hypersensitivity  @DISEASE$  caused by  @CHEMICAL$..,ampicillin,D000667,Chemical,myocarditis,D009205,Disease,1
this study was conducted to examine whether prolonged pretreatment with isoproterenol could abolish  @CHEMICAL$--induced  @DISEASE$  in conscious rats.,bromocriptine,D001971,Chemical,tachycardia,D013610,Disease,1
"epinephrine has a proven role in  @DISEASE$  in prehospital care; however, use by paramedics in patients with suspected allergic reaction and severe hypertension should be viewed with caution.",epinephrine,D004837,Chemical,cardiac arrest,D006323,Disease,1
"reactive oxygen species have been implicated in the pathogenesis of acute puromycin aminonucleoside ((@CHEMICAL$))-induced  @DISEASE$,, with antioxidants significantly reducing the proteinuria.",pan,D011692,Chemical,nephropathy,D007674,Disease,1
these observations suggest that statins may initiate an immune-mediated  @DISEASE$  that persists after withdrawal of the drug and responds to immunosuppressive therapy.,statin,D019821,Chemical,myopathy,D009135,Disease,1
"it is suggested that the patient had  @CHEMICAL$--induced  @DISEASE$,, which manifested with serositis and pulmonary parenchymal involvement in the absence of joint symptoms.",sulfasalazine,D012460,Chemical,lupus,D008180,Disease,1
we compared the effects of 17beta-estradiol in adult male and ovariectomized female rats subjected to  @CHEMICAL$--pilocarpine-induced  @DISEASE$..,lithium,D008094,Chemical,se,D013226,Disease,1
inhibition of  @CHEMICAL$  synthesis induces sustained  @DISEASE$..,no,D009569,Chemical,hypertension,D006973,Disease,1
octreotide-induced hypoxemia and  @DISEASE$  in premature neonates.,octreotide,D015282,Chemical,pulmonary hypertension,D006976,Disease,1
triazolam-induced brief episodes of secondary  @DISEASE$  in a depressed patient.,triazolam,D014229,Chemical,mania,D001714,Disease,1
"myopathy, associated in some cases with myoglobinuria, and in 2 cases with transient  @DISEASE$,, has been rarely reported with lovastatin, especially in patients concomitantly treated with cyclosporin, gemfibrozil or niacin.",lovastatin,D008148,Chemical,renal failure,D051437,Disease,1
"these defects explain the abnormal erythrocyte shape and decreased mechanical stability promoted by tam, resulting in  @DISEASE$  anemia.",tam,D013629,Chemical,hemolytic,D006461,Disease,1
the influence of sevoflurane on  @CHEMICAL$--induced  @DISEASE$  was studied in cats.,lidocaine,D008012,Chemical,convulsions,D012640,Disease,1
"the most commonly reported toxic effects of  @CHEMICAL$  are  @DISEASE$,, nausea, vomiting, stomatitis and hand-foot syndrome.",capecitabine,C110904,Chemical,diarrhea,D003967,Disease,1
"recent preclinical and clinical data from promising lines of research focus on the differential role of presynaptic versus postsynaptic mechanisms, dopamine receptor subtypes, ionotropic and metabotropic glutamate receptors, and non-dopaminergic neurotransmitter systems in the pathophysiology of  @CHEMICAL$--induced  @DISEASE$..",levodopa,D007980,Chemical,dyskinesias,D004409,Disease,1
"bipolar ii), number of previous  @DISEASE$  episodes, type of  @CHEMICAL$  therapy used (electroconvulsive therapy vs.",antidepressant,D000928,Chemical,manic,D001714,Disease,1
"results: among 593 patients with  @DISEASE$,, 59 (10%) were assessed as related to  @CHEMICAL$  treatment.",warfarin,D014859,Chemical,cerebral haemorrhage,D002543,Disease,1
conclusions:  @CHEMICAL$  induces or aggravates pre-existing  @DISEASE$  in an unpredictable subset of renal allograft recipients.,sirolimus,D020123,Chemical,proteinuria,D011507,Disease,1
"the half-life (t1/2) of  @CHEMICAL$  is relatively short, but some of the consequences of its use, such as seizures and strokes, can occur hours after exposure.",cocaine,D003042,Chemical,seizure,D012640,Disease,1
"in the absence of caffeine, acetaminophen (up to 300 mg/kg) did not modify the  @DISEASE$  induced by maximal electroshock and did not alter the convulsant dose of  @CHEMICAL$  in mice (tests performed by the anticonvulsant screening project of nincds).",pentylenetetrezol,D010433,Chemical,seizures,D012640,Disease,1
"objective: to report a case of a severe interaction between simvastatin, amiodarone, and atazanavir resulting in rhabdomyolysis and  @DISEASE$..",amiodarone,D000638,Chemical,acute renal failure,D058186,Disease,1
the authors present three patients with de novo  @DISEASE$  after administration of  @CHEMICAL$  and vigabatrin.,carbamazepine,D002220,Chemical,absence epilepsy,D004832,Disease,1
"in the present study, the authors induced  @DISEASE$  by acute reserpine and subchronic  @CHEMICAL$  administration to rats.",haloperidol,D006220,Chemical,orofacial dyskinesia,D004409,Disease,1
"ximelagatran, an oral direct thrombin inhibitor, was found to be as efficient as vitamin k antagonist drugs in the prevention of embolic events, but has been recently withdrawn because of  @DISEASE$  tests.",ximelagatran,C426686,Chemical,abnormal liver function,D056486,Disease,1
methods: we present a case of presumed  @CHEMICAL$   @DISEASE$  following treatment with  @CHEMICAL$  and vancomycin for alpha-haemolytic streptococcal endophthalmitis.,amikacin,D000583,Chemical,retinal toxicity,D012164,Disease,1
study objective: to evaluate the frequency of  @DISEASE$  (vte) in patients with advanced androgen-independent prostate cancer who were treated with  @CHEMICAL$  alone or in combination with thalidomide.,docetaxel,C067311,Chemical,venous thromboembolism,D054556,Disease,1
"the patient described developed chronic active  @DISEASE$  after six months therapy with  @CHEMICAL$  sodium which progressed despite the withdrawal of the drug, a finding not previously reported.",diclofenac,D004008,Chemical,hepatitis,D056486,Disease,1
"3 years,  @CHEMICAL$  was associated with an increased risk for  @DISEASE$  (relative risk [rr] 2.",raloxifene,D020849,Chemical,venous thromboembolism,D054556,Disease,1
"in four subacute toxicity studies, the intravenous administration of  @CHEMICAL$  or cefazedone to beagle dogs caused a dose-dependent incidence of  @DISEASE$,, neutropenia, and thrombocytopenia after 1-3 months of treatment.",cefonicid,D015790,Chemical,anemia,D000740,Disease,1
verapamil withdrawal as a possible cause of  @DISEASE$  in a hypertensive woman with a normal coronary angiogram.,verapamil,D014700,Chemical,myocardial infarction,D009203,Disease,1
"two mouse lines were selectively bred according to their sensitivity (bs line) or resistance (br line) to  @DISEASE$  induced by a single i.p. injection of  @CHEMICAL$  (beta-ccm), an inverse agonist of the gaba(a) receptor benzodiazepine site.",methyl beta-carboline-3-carboxylate,C036150,Chemical,seizures,D012640,Disease,1
combined effects of prolonged prostaglandin e1 ((@CHEMICAL$))-induced  @DISEASE$  and haemodilution on hepatic function were studied in 30 patients undergoing hip surgery.,pge1,D000527,Chemical,hypotension,D007022,Disease,1
"243  @CHEMICAL$--dependent outpatients with  @CHEMICAL$--induced  @DISEASE$  (cimd), other  @DISEASE$ s, or no  @DISEASE$  were compared on measures of psychiatric symptoms.",cocaine,D003042,Chemical,mood disorder,D019964,Disease,1
spironolactone-induced  @DISEASE$  and hyperkalemia in patients with heart failure.,spironolactone,D013148,Chemical,renal insufficiency,D051437,Disease,1
"methods: we present the first case report of a woman with hyperthyroidism treated with  @CHEMICAL$  in whom a syndrome of pericarditis, fever, and  @DISEASE$  developed.",propylthiouracil,D011441,Chemical,glomerulonephritis,D005921,Disease,1
assessment of a new non-invasive index of cardiac performance for detection of  @CHEMICAL$--induced  @DISEASE$..,dobutamine,D004280,Chemical,myocardial ischemia,D017202,Disease,1
"in independent groups,  @CHEMICAL$  inhibited the intestinal transit in 48+/-4% and 38+/-4% after acute and chronic treatment, respectively, suggesting that tolerance did not develop to the  @DISEASE$  effects.",morphine,D009020,Chemical,constipating,D003248,Disease,1
"beta4 -/- mice were less sensitive to the effects of  @CHEMICAL$- both at low doses, measured as decreased exploration in an open field, and at high doses, measured as sensitivity to  @CHEMICAL$--induced  @DISEASE$..",nicotine,D009538,Chemical,seizures,D012640,Disease,1
"the novel immunosuppressive (is) drug sirolmus ((@CHEMICAL$)) lacks nephrotoxic effects; however,  @DISEASE$  associated with (@CHEMICAL$) has been reported following renal transplantation.",srl,D020123,Chemical,proteinuria,D011507,Disease,1
"immunohistochemical, electron microscopic and morphometric studies of  @CHEMICAL$--induced rat  @DISEASE$  after bromocriptine treatment.",estrogen,D004967,Chemical,prolactinomas,D015175,Disease,1
two mouse lines selected for differential sensitivities to  @CHEMICAL$--induced  @DISEASE$  are also differentially sensitive to various pharmacological effects of other gaba(a) receptor ligands.,beta-carboline,C036150,Chemical,seizures,D012640,Disease,1
"the effect of a 6-week treatment with the calcium channel blocker  @CHEMICAL$  or the angiotensin converting enzyme inhibitor enalapril on blood pressure,  @DISEASE$,, renal hemodynamics, and morphology of the nonclipped kidney was studied in rats with two-kidney, one clip renovascular hypertension.",nitrendipine,D009568,Chemical,albuminuria,D000419,Disease,1
iatrogenically induced intractable  @DISEASE$  after  @CHEMICAL$  and catheter ablation in a patient with wolff-parkinson-white syndrome and idiopathic dilated cardiomyopathy.,verapamil,D014700,Chemical,atrioventricular reentrant tachycardia,D013611,Disease,1
the present report describes a case of  @DISEASE$  and subsequent death as a result of hyperkalaemia following the use of  @CHEMICAL$  in a 23-year-old malawian woman.,suxamethonium,D013390,Chemical,cardiac arrest,D006323,Disease,1
"we investigated the diagnostic value of ctni and ctnt for the diagnosis of myocardial damage in a rat model of  @CHEMICAL$  (dox)-induced  @DISEASE$,, and we examined the relationship between serial ctni and ctnt with the development of cardiac disorders monitored by echocardiography and histological examinations in this model.",doxorubicin,D004317,Chemical,cardiomyopathy,D009202,Disease,1
"in order to address long-term  @DISEASE$  memory, nine healthy male volunteers received intradermal injections of three doses of  @CHEMICAL$  (0.",capsaicin,D002211,Chemical,pain,D010146,Disease,1
"these observations suggest that  @DISEASE$  should be prevented when alfentanil, and, presumably, other opiates, are used in the anesthetic management of patients with icp problems.",alfentanil,D015760,Chemical,rigidity,D009127,Disease,1
"the animals that had experienced cyclic  @CHEMICAL$  and chow were  @DISEASE$  in response to amphetamine compared with four control groups (ad libitum 10%  @CHEMICAL$  and chow followed by amphetamine injection, cyclic chow followed by amphetamine injection, ad libitum chow with amphetamine, or cyclic 10%  @CHEMICAL$  and chow with a saline injection).",sucrose,D013395,Chemical,hyperactive,D006948,Disease,1
transient neurologic symptoms after spinal anesthesia: a lower incidence with  @CHEMICAL$  and bupivacaine than with lidocaine.,prilocaine,D011318,Chemical,transient neurologic symptoms,D009422,Disease,1
"cocaine-induced  @DISEASE$  was also attenuated in dbh +/- mice following administration of disulfiram, a dopamine beta-hydroxylase (dbh) inhibitor.",cocaine,D003042,Chemical,anxiety,D001008,Disease,1
"doxorubicin treatment resulted in heavy proteinuria (>100 mg protein/mg crea) in 15/44 of sgk1(+/+) and 15/44 of sgk1(-/-) mice leading to severe  @DISEASE$  with ascites, lipidemia, and hypoalbuminemia in both genotypes.",doxorubicin,D004317,Chemical,nephrotic syndrome,D009404,Disease,1
"the overall incidence of side effects and the frequency and severity of  @DISEASE$,, dry mouth, and drowsiness were significantly less with dothiepin than with  @CHEMICAL$..",amitriptyline,D000639,Chemical,blurred vision,D014786,Disease,1
"we studied the role of xanthine oxidase (xo), which is implicated in the production of reactive oxygen species, in dexamethasone-induced hypertension (dex-ht).",dex,D003907,Chemical,ht,D006973,Disease,1
"male rats that received prenatal  @CHEMICAL$  on days 15 and 16, 17 and 18, and 13 and 14 of gestation had elevated blood pressures at 6 months of age; the latter group did not have a  @DISEASE$..",dexamethasone,D003907,Chemical,reduction in glomerular number,D007674,Disease,1
"results: sensitivity to several  @DISEASE$  endpoints induced by nicotine, carbachol, and  @CHEMICAL$  were significantly greater in wsr versus wsp mice.",neostigmine,D009388,Chemical,convulsion,D012640,Disease,1
"we investigated this association, according to the type of progestagen included in third-generation (i.e., desogestrel or gestodene) and second-generation (i.e., levonorgestrel) oral contraceptives, the dose of estrogen, and the presence or absence of prothrombotic mutations methods: in a nationwide, population-based, case-control study, we identified and enrolled 248 women 18 through 49 years of age who had had a first  @DISEASE$  between 1990 and 1995 and 925 control women who had not had a  @DISEASE$  and who were matched for age, calendar year of the index event, and area of residence.",oral contraceptive,D003276,Chemical,myocardial infarction,D009203,Disease,1
"we investigated this association, according to the type of progestagen included in third-generation (i.e., desogestrel or gestodene) and second-generation (i.e., levonorgestrel) oral contraceptives, the dose of estrogen, and the presence or absence of prothrombotic mutations methods: in a nationwide, population-based, case-control study, we identified and enrolled 248 women 18 through 49 years of age who had had a first  @DISEASE$  between 1990 and 1995 and 925 control women who had not had a  @DISEASE$  and who were matched for age, calendar year of the index event, and area of residence.",oral contraceptives,D003276,Chemical,myocardial infarction,D009203,Disease,1
"conclusion: in this preliminary report, divalproex sodium was a superior alternative to  @CHEMICAL$  in bipolar patients experiencing  @DISEASE$,, loss of creativity, and functional impairments.",lithium,D008094,Chemical,cognitive deficits,D003072,Disease,1
increased frequency of  @DISEASE$  with the combination of  @CHEMICAL$  and thalidomide in patients with metastatic androgen-independent prostate cancer.,docetaxel,C067311,Chemical,venous thromboembolism,D054556,Disease,1
"terbutaline, a beta2-adrenoceptor agonist used to arrest preterm labor, has been associated with increased concordance for  @DISEASE$  in dizygotic twins.",terbutaline,D013726,Chemical,autism,D001321,Disease,1
a nonregenerative  @DISEASE$  was the most compromising of the cytopenias and occurred in approximately 50% of dogs receiving 400-500 mg/kg cefonicid or 540-840 mg/kg  @CHEMICAL$..,cefazedone,C021341,Chemical,anemia,D000740,Disease,1
background: concerns about possible risks of switching to mania associated with  @CHEMICAL$  continue to interfere with the establishment of an optimal treatment paradigm for  @DISEASE$..,antidepressants,D000928,Chemical,bipolar depression,D001714,Disease,1
renal papillary necrosis ((@DISEASE$)) and a decreased urinary concentrating ability developed during continuous long-term treatment with aspirin and  @CHEMICAL$  in female fischer 344 rats.,paracetamol,D000082,Chemical,rpn,D007681,Disease,1
"however, use of bzds/rds was associated with dizziness,  @DISEASE$  after awaking at night and tiredness in the mornings during the week prior to admission and with stronger depressive symptoms measured at the beginning of the hospital stay.",bzds,D001569,Chemical,inability to sleep,D007319,Disease,1
"methods: we used computerized pharmacy records to identify all adult psychiatric inpatients treated with  @CHEMICAL$  (1995-96), reviewed their medical records to score incidence and severity of  @DISEASE$,, and tested associations with potential risk factors.",clozapine,D003024,Chemical,delirium,D003693,Disease,1
we suggest that our patient's  @DISEASE$  and myopathy may have resulted from mitochondrial dysfunction which is triggered by  @CHEMICAL$  and augmented by lamivudine.,tacrolimus,D016559,Chemical,tubular dysfunction,D005198,Disease,1
"the appearance of  @DISEASE$  such as proteinuria, hypoalbuminemia, hypercholesterolemia and increase in blood nitrogen urea, induced in rats by injection of  @CHEMICAL$  was markedly inhibited by oral administration of dup 753 (losartan), a novel angiotensin ii receptor antagonist, at a dose of 1 or 2 mg/kg per day.",puromycin aminonucleoside,D011692,Chemical,nephrotic syndromes,D009404,Disease,1
of the 20 animals that received subarachnoid injection of  @CHEMICAL$  seven (35%) developed hind-limb  @DISEASE$..,2-chloroprocaine-ce,C004616,Chemical,paralysis,D010243,Disease,1
"these studies suggest that both  @CHEMICAL$  and acetaminophen may contribute to the burden of  @DISEASE$,, with the risk of the latter being somewhat less than that of the former.",phenacetin,D010615,Chemical,esrd,D007676,Disease,1
"the present study was undertaken to examine the role of  @DISEASE$,, induced by  @CHEMICAL$  administration, on the secretory rate of prolactin (prl) in addition to the direct drug effect.",clomipramine,D002997,Chemical,sleep disturbance,D012893,Disease,1
"in this study, we investigated the therapeutic potential of bone marrow mononuclear cells (bmcs) in a model of  @DISEASE$  induced by  @CHEMICAL$  in rats.",pilocarpine,D010862,Chemical,epilepsy,D004827,Disease,1
this was accounted for by a significant number of depressions occurring in  @CHEMICAL$  treated patients with psychiatric histories.,methyl dopa,D008750,Chemical,depression,D003866,Disease,1
"accordingly, the present, prospective double-blind study compares  @CHEMICAL$  with lidocaine and bupivacaine with respect to duration of action and relative risk of  @DISEASE$..",prilocaine,D011318,Chemical,tnss,D009422,Disease,1
the development of tolerance to the  @DISEASE$  produced by  @CHEMICAL$  was studied in rats.,morphine,D009020,Chemical,muscular rigidity,D009127,Disease,1
"in addition, reflex  @DISEASE$  caused by injected  @CHEMICAL$. was significantly enhanced by l-dopa, dl-threo-dihydroxyphenylserine had no effect on blood pressure, heart rate or reflex responses to  @CHEMICAL$..",norepinephrine,D009638,Chemical,bradycardia,D001919,Disease,1
the  @DISEASE$  effect of  @CHEMICAL$- is prevented by low concentrations of alpha-tocopherol (alpha-t) and alpha-tocopherol acetate (alpha-tac) (inactivated functional hydroxyl) indicating that  @CHEMICAL$--induced hemolysis is not related to oxidative membrane damage.,tam,D013629,Chemical,hemolytic,D006461,Disease,1
"age-related changes in ultrasound production corresponded with changes in cardiovascular variables, including baseline cardiac rate and  @CHEMICAL$--induced  @DISEASE$..",clonidine,D003000,Chemical,bradycardia,D001919,Disease,1
capsaicin (10 micro g) was injected into the masseter muscle to induce  @DISEASE$  in 11 healthy volunteers.,capsaicin,D002211,Chemical,pain,D010146,Disease,1
"a 77-y-old patient developed weakness of extremities, legs paralysis, dysarthria and  @DISEASE$  1 h after ingestion of 200 mg  @CHEMICAL$  for the first time in his life.",ketoconazole,D007654,Chemical,tremor,D014202,Disease,1
"during treatment with octreotide, 17 patients developed sludge, 10 had  @DISEASE$,, and 1 developed acute cholecystitis requiring surgery.",octreotide,D015282,Chemical,gallstones,D042882,Disease,1
cardioprotective effect of tincture of crataegus on  @CHEMICAL$--induced  @DISEASE$  in rats.,isoproterenol,D007545,Chemical,myocardial infarction,D009203,Disease,1
"pituitary tumors were induced in f344 female rats by chronic treatment with  @CHEMICAL$  (des, 8-10 mg) implanted subcutaneously in silastic capsules.",diethylstilbestrol,D004054,Chemical,pituitary tumors,D010911,Disease,1
"toxic  @DISEASE$  is still a significant limiting factor for chemotherapy with (@CHEMICAL$)litaxel ((@CHEMICAL$)), although glutamate and its closely related amino acid glutamine were claimed to ameliorate (@CHEMICAL$) neurotoxicity.",pac,D017239,Chemical,peripheral neuropathy,D010523,Disease,1
objective: to report a case of central  @DISEASE$  associated with clomiphene citrate ((@CHEMICAL$)).,cc,D002996,Chemical,retinal vein occlusion,D012170,Disease,1
objective: to report a case of  @DISEASE$  and hypersensitivity myocarditis caused by  @CHEMICAL$..,ampicillin,D000667,Chemical,erythema multiforme,D004892,Disease,1
ten cm h2o cpap before  @CHEMICAL$  infusion produced a further  @DISEASE$  and significantly increased heart rate and decreased cardiac output and qs/qt.,nitroprusside,D009599,Chemical,decrease in arterial blood pressure,D007022,Disease,1
higher optical density of an antigen assay predicts thrombosis in patients with  @CHEMICAL$--induced  @DISEASE$..,heparin,D006493,Chemical,thrombocytopenia,D013921,Disease,1
"tamoxifen (tam), the antiestrogenic drug most widely prescribed in the chemotherapy of breast cancer, induces changes in normal discoid shape of erythrocytes and  @DISEASE$..",tamoxifen,D013629,Chemical,hemolytic anemia,D000743,Disease,1
"our findings, showing no interaction between  @CHEMICAL$- treatment and attentional modulation suggest that  @CHEMICAL$--induced secondary  @DISEASE$  and attention might affect mechanical pain through independent mechanisms.",capsaicin,D002211,Chemical,hyperalgesia,D006930,Disease,1
