Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entity_2_type,labels
coronary computerized tomography angiography for rapid discharge of low-risk patients with  @CHEMICAL$--associated  @DISEASE$..,cocaine,D003042,Chemical,chest pain,D002637,Disease,1
results from our behavioral phenotyping indicated that  @DISEASE$--like behavior was increased in mice exposed to  @CHEMICAL$..,bpa,C006780,Chemical,anxiety,D001008,Disease,1
"in the present study, we describe the proinflammatory effects of  @CHEMICAL$  on local prostaglandin e2 (pge2) production and cyclooxygenase (cox) gene expression that increases  @DISEASE$  in human subjects.",bupivacaine,D002045,Chemical,postoperative pain,D010149,Disease,1
"1%  @CHEMICAL$  led to elevation of intraocular pressure (iop), functional and structural loss of retinal ganglion cells, and  @DISEASE$,, resembling glucocorticoid-induced glaucoma in human patients.",dexamethasone,D003907,Chemical,axonal degeneration,D009410,Disease,1
5 mg) i.v. selectively inhibited the  @DISEASE$  and the tachycardia following i.c.  @CHEMICAL$  (1 mug).,carbachol,D002217,Chemical,enlargement of pulse pressure,D006973,Disease,1
"the present case highlights the possibility that differential diagnosis between an  @CHEMICAL$--related pulmonary lesion and a neoplasm can be very difficult radiologically, and suggests that  @DISEASE$  might be another possible complication of  @CHEMICAL$- treatment.",amiodarone,D000638,Chemical,membranous glomerulonephritis,D015433,Disease,1
" @CHEMICAL$ -induced  @DISEASE$  was used to destroy the bbb, which was evaluated using triphenyltetrazolium (ttc) staining of the brain slices just after giving  @CHEMICAL$  for 30 s. in normal rats, the whole brain sections exhibited complete staining with ttc.",adrenaline,D004837,Chemical,hypertension,D006973,Disease,1
"further analysis of these data suggests that the duration of therapy, plasma  @CHEMICAL$  levels, liver disease, advanced age, high initial estimated creatinine clearance and, possibly, female gender all increase the risk for  @DISEASE$..",aminoglycoside,D000617,Chemical,nephrotoxicity,D007674,Disease,1
"we have investigated the effects of continuous daily oral galactose (200 mg/kg/day) treatment on cognitive deficits in  @CHEMICAL$--induced (stz-icv) rat model of sad, tested by morris water maze and passive avoidance test, respectively.",streptozotocin,D013311,Chemical,ad,D000544,Disease,1
objectives: this work summarizes research on the molecular mechanisms that underlie the increased risk of  @DISEASE$  development in adulthood that is associated with early-life  @CHEMICAL$  exposure.,ias,D001152,Chemical,cancer,D009369,Disease,1
helodermin produced  @DISEASE$  in a dose-dependent manner with approximately similar potency and duration to vip.,helodermin,C040442,Chemical,hypotension,D007022,Disease,1
"only five patients experienced blood disorders, one of whom was exposed to  @CHEMICAL$.; of seven with erythema multiforme and  @DISEASE$,, four were exposed to  @CHEMICAL$..",tmp-smz,D015662,Chemical,stevens-johnson syndrome,D013262,Disease,1
"with all second-generation ocs as the reference, the odds ratios for  @DISEASE$  were 3.",oc,D003276,Chemical,vte,D054556,Disease,1
a rat model was used to evaluate the general acute toxicity and the late  @DISEASE$  of 4 mg/kg  @CHEMICAL$  (dox) given either as free drug or in the form of three n-(2-hydroxypropyl)methacrylamide (hpma) copolymer conjugates.,doxorubicin,D004317,Chemical,cardiotoxicity,D066126,Disease,1
worsening of  @DISEASE$  after the use of  @CHEMICAL$  for treatment of menopause: case report.,veralipride,C027429,Chemical,parkinsonism,D010302,Disease,1
"important untoward effects of  @CHEMICAL$- therapy including  @CHEMICAL$--induced thrombocytopenia,  @CHEMICAL$--associated  @DISEASE$,, eosinophilia, skin reactions, allergic reactions other than thrombocytopenia and alopecia will be discussed in this article.",heparin,D006493,Chemical,osteoporosis,D010024,Disease,1
paradoxical severe  @DISEASE$  induced by add-on high-doses  @CHEMICAL$  in schizo-affective disorder.,quetiapine,C069541,Chemical,agitation,D011595,Disease,1
"fatal  @CHEMICAL$  induced fulminant eosinophilic (hypersensitivity) myocarditis: emphasis on anatomical and histological characteristics, mechanisms and genetics of  @DISEASE$  and differential diagnosis.",carbamazepine,D002220,Chemical,drug hypersensitivity,D004342,Disease,1
abnormalities of the pupil and visual-evoked potential in  @CHEMICAL$   @DISEASE$..,quinine,D011803,Chemical,amblyopia,D000550,Disease,1
"large doses of the cholinomimetic,  @CHEMICAL$,, could induce  @DISEASE$  when peripheral cholinergic receptors were blocked.",pilocarpine,D010862,Chemical,catalepsy,D002375,Disease,1
"experimental studies in healthy human volunteers indicate aminoglycosides cause proximal tubular damage in most patients, but rarely, if ever, cause  @DISEASE$..",aminoglycoside,D000617,Chemical,glomerular or tubular dysfunction,D007674,Disease,1
"background:  @CHEMICAL$  ointment is increasingly used for anti-inflammatory treatment of sensitive areas such as the face, and recent observations indicate that the treatment is effective in steroid-aggravated  @DISEASE$  and perioral dermatitis.",tacrolimus,D016559,Chemical,rosacea,D012393,Disease,1
the authors report on six cases of  @CHEMICAL$.-associated  @DISEASE$  in hospitalized patients who cleared completely upon removal of  @CHEMICAL$..,famotidine,D015738,Chemical,delirium,D003693,Disease,1
caffeine challenge test in panic disorder and depression with panic attacks.,caffeine,D002110,Chemical,panic attack,D016584,Disease,1
the dose-dependent effect of misoprostol on  @CHEMICAL$--induced  @DISEASE$  in well compensated cirrhosis.,indomethacin,D007213,Chemical,renal dysfunction,D007674,Disease,1
"damage of substantia nigra pars reticulata during  @CHEMICAL$--induced  @DISEASE$  in the rat: immunohistochemical study of neurons, astrocytes and serum-protein extravasation.",pilocarpine,D010862,Chemical,status epilepticus,D013226,Disease,1
"furthermore, reduction of er stress in the tm with sodium 4-phenylbutyrate prevented  @CHEMICAL$--induced  @DISEASE$  in wt mice.",dexamethasone,D003907,Chemical,ocular hypertension,D009798,Disease,1
conclusion: testosterone administration ameliorates  @CHEMICAL$-- and castration-induced  @DISEASE$  in male wistar rats.,stz,D013311,Chemical,memory impairment,D008569,Disease,1
the aim of this study was to characterize the oropharyngeal dynamics in pd patients with and without  @CHEMICAL$--induced  @DISEASE$..,levodopa,D007980,Chemical,dyskinesia,D004409,Disease,1
heparin-induced thrombocytopenia ((@DISEASE$)) remains under-recognized despite its potentially devastating outcomes.,heparin,D006493,Chemical,hit,D013921,Disease,1
intravascular  @DISEASE$  leading to acute renal failure following  @CHEMICAL$  therapy is extremely rare.,rifampin,D012293,Chemical,hemolysis,D006461,Disease,1
we report a case of  @DISEASE$  in an apl patient treated with  @CHEMICAL$  alone.,atra,D014212,Chemical,acute renal failure,D058186,Disease,1
"conclusion: in patients with  @DISEASE$  and cerebral edema from  @CHEMICAL$  overdose, prolonged therapeutic hypothermia could potentially be used as a life saving therapy and a bridge to hepatic and neurological recovery.",acetaminophen,D000082,Chemical,fhf,D017114,Disease,1
"single dose of  @CHEMICAL$  was associated with increased cardiac disarrangement,  @DISEASE$,, and dna damage (strand breaks (sbs) and oxidized pyrimidines) and decreased tap.",dox,D004317,Chemical,necrosis,D009336,Disease,1
"the aims of this study were to examine  @CHEMICAL$  (vcm)-induced oxidative stress that promotes production of reactive oxygen species (ros) and to investigate the role of erdosteine, an expectorant agent, which has also antioxidant properties, on kidney tissue against the possible vcm-induced  @DISEASE$  in rats.",vancomycin,D014640,Chemical,renal impairment,D007674,Disease,1
five cases of  @DISEASE$  following treatment with  @CHEMICAL$  (dec) were observed in congolese patients with loa loa filariasis.,diethylcarbamazine,D004049,Chemical,encephalitis,D004660,Disease,1
"however, pretreatment with 5, 10 and 20 mg/kg i.p. trazodone enhanced dexamphetamine stereotypy, and antagonized  @CHEMICAL$   @DISEASE$,, ergometrine-induced wds behavior and fluoxetine-induced penile erections.",haloperidol,D006220,Chemical,catalepsy,D002375,Disease,1
"8) mg/kg, p.o. although moderate anticonvulsant effects of s-312-d in higher doses were observed against the clonic  @DISEASE$  induced by pentylenetetrazole (85 mg/kg, s.c.) or bemegride (40 mg/kg, s.c.), no effects were observed in  @DISEASE$  induced by n-methyl-d-aspartate,  @CHEMICAL$,, or electroshock in slc:ddy mice.",picrotoxin,D010852,Chemical,convulsions,D012640,Disease,1
the reduction in the  @CHEMICAL$  dose is useful in controlling  @DISEASE$..,levodopa,D007980,Chemical,drug-induced dyskinesias,D004409,Disease,1
conclusion:  @CHEMICAL$  and other immunosuppressive agents may be associated with  @DISEASE$..,tacrolimus,D016559,Chemical,optic nerve toxicity,D009901,Disease,1
"indications for transplantation were idiopathic  @DISEASE$  (52%), congenital heart disease (35%) with and without prior repair (71% and 29%, respectively), hypertrophic  @DISEASE$  (5%), valvular heart disease (3%), and  @CHEMICAL$   @DISEASE$  (5%).",doxorubicin,D004317,Chemical,cardiomyopathy,D009202,Disease,1
ethacrynic acid-induced  @DISEASE$  and brain neurotransmitters in mice.,ethacrynic acid,D004976,Chemical,convulsions,D012640,Disease,1
long qt syndrome can occur with low doses of  @CHEMICAL$..,methadone,D008691,Chemical,long qt syndrome,D008133,Disease,1
"prevention of  @CHEMICAL$--induced  @DISEASE$:: which is superior: fentanyl, midazolam, or a combination?",etomidate,D005045,Chemical,myoclonus,D009207,Disease,1
"carboplatin did not appear to add to the  @DISEASE$  observed, and the paclitaxel/carboplatin combination could be dosed every 3 weeks.",paclitaxel,D017239,Chemical,hematologic toxicities,D006402,Disease,1
azotemia was not related to duration of therapy or serum  @CHEMICAL$  concentration.,tobramycin,D014031,Chemical,azotemia,D053099,Disease,1
chloroacetaldehyde (caa) is a metabolite of the alkylating agent  @CHEMICAL$  (ifo) and putatively responsible for  @DISEASE$  following anti-tumor therapy with ifo.,ifosfamide,D007069,Chemical,renal damage,D007674,Disease,1
"as a function of dose,  @CHEMICAL$  first protected against  @DISEASE$  and death.",fzp,D005479,Chemical,convulsions,D012640,Disease,1
"during the 1-hour study period, the incidence of central nervous system side effects was significantly greater in the  @CHEMICAL$. group,  @DISEASE$  occurred in 11 patients, nine of whom had received  @CHEMICAL$., and four patients died from asystole, three of whom had had  @CHEMICAL$..",lidocaine,D008012,Chemical,hypotension,D007022,Disease,1
etiology of  @DISEASE$  in hemodialysis patients on  @CHEMICAL$  therapy.,calcium carbonate,D002119,Chemical,hypercalcemia,D006934,Disease,1
"there were no infectious deaths in renal transplant patients on cyclosporine or  @CHEMICAL$,, but  @DISEASE$  played a major role in 3 out of 6 cardiac transplant deaths and in 8 out of 9 liver transplant deaths.",aza,D001379,Chemical,infection,D007239,Disease,1
this illustrates intravenous pamidronate as a valuable therapeutic tool when milk-alkali syndrome presents as  @DISEASE$..,alkali,D000468,Chemical,hypercalcemic emergency,D006934,Disease,1
trimethoprim-induced immune  @DISEASE$  in a pediatric oncology patient presenting as an acute hemolytic transfusion reaction.,trimethoprim,D014295,Chemical,hemolytic anemia,D000743,Disease,1
background: this study examined the role of phase 2 early afterdepolarization (ead) in producing a trigger to initiate  @DISEASE$  (tdp) with qt prolongation induced by dl-sotalol and azimilide.,sotalol,D013015,Chemical,torsade de pointes,D016171,Disease,1
the absence of induction of these genes as well as  @DISEASE$  in pparalpha knockout [pparalpha-/-] mice indicated that the effects of  @CHEMICAL$  were dependent upon the presence of a functional pparalpha gene.,amiodarone,D000638,Chemical,hepatomegaly,D006529,Disease,1
five cases of  @DISEASE$  exacerbation with the serotonin reuptake inhibitors fluoxetine and  @CHEMICAL$  are reported here.,amitriptyline,D000639,Chemical,paranoid,D010259,Disease,1
"after the end of fenoterol-hydrobromide infusion,  @DISEASE$  amplitudes decreased significantly faster than those following  @CHEMICAL$  infusion.",ritodrin-hcl,D012312,Chemical,tremor,D014202,Disease,1
objective: to describe a case of flecainide-induced  @DISEASE$  associated with a pharmacokinetic drug interaction with  @CHEMICAL$..,paroxetine,D017374,Chemical,delirium,D003693,Disease,1
"background: four studies published since december, 1995, reported that the incidence of venous thromboembolism ((@DISEASE$)) was higher in women who used  @CHEMICAL$  (ocs) containing the third-generation progestagens gestodene or desogestrel than in users of ocs containing second-generation progestagens.",oral contraceptives,D003276,Chemical,vte,D054556,Disease,1
objectives: the risk of acute myocardial infarction ((@DISEASE$)) with cox-2 inhibitors may offset their gastrointestinal (gi) benefit compared with non-selective (ns)  @CHEMICAL$  (nsaids).,non-steroidal anti-inflammatory drugs,D000894,Chemical,ami,D009203,Disease,1
"using mice derived from a classical f2 and backcross genetic design, a relationship between  @CHEMICAL$--induced  @DISEASE$  and alpha-bungarotoxin nicotinic receptor concentration was found.",nicotine,D009538,Chemical,seizures,D012640,Disease,1
"signs of  @CHEMICAL$  toxocity in cats included excessive salivation, extreme apprehensive behavior, retching, muscle tremors and  @DISEASE$..",fzp,D005479,Chemical,convulsions,D012640,Disease,1
"because he was unable to discontinue nonsteroidal anti-inflammatory drug therapy, fludrocortisone was added, correcting the  @DISEASE$  and allowing  @CHEMICAL$  therapy to be continued safely.",indomethacin,D007213,Chemical,hyperkalemia,D006947,Disease,1
25 mg/kg) pretreatment blocked the  @CHEMICAL$-- but not pentylenetetrazole-induced  @DISEASE$..,caffeine,D002110,Chemical,anxiety,D001008,Disease,1
"application of an irreversible inhibitor of gaba transaminase, gamma-vinyl-gaba (d,l-4-amino-hex-5-enoic acid), 5 micrograms, into the snr, bilaterally, suppressed the appearance of electrographic and behavioral seizures produced by  @CHEMICAL$,, 380 mg/kg.",pilocarpine,D010862,Chemical,seizure,D012640,Disease,1
we describe a case of  @CHEMICAL$--related acute  @DISEASE$..,clopidogrel,C055162,Chemical,hepatitis,D056486,Disease,1
"the side effects of  @CHEMICAL$  include  @DISEASE$,, which has been attributed to bone marrow suppression.",azathioprine,D001379,Chemical,anemia,D000740,Disease,1
a 30-year-old cocaine-dependent man who was a subject in a study evaluating the anticraving efficacy of the stimulant medication  @CHEMICAL$  (dep) became  @DISEASE$  during his second week on the study drug.,diethylpropion,D004053,Chemical,manic,D001714,Disease,1
"a 69-yr-old man, who was concurrently being treated with pilocarpine nitrate and  @CHEMICAL$  maleate eye drops, developed a  @DISEASE$  and became hypotensive during halothane anaesthesia.",timolol,D013999,Chemical,bradycardia,D001919,Disease,1
objectives: the aim of this study was to determine whether the use of  @CHEMICAL$  in patients with atrial fibrillation (af) increases the risk of  @DISEASE$  requiring a permanent pacemaker.,amiodarone,D000638,Chemical,bradyarrhythmia,D001919,Disease,1
"reports about cases of  @DISEASE$  due to  @CHEMICAL$  are increasing in the last few years, after the increased use of this drug.",clopidogrel,C055162,Chemical,hepatotoxicity,D056486,Disease,1
conclusion:  @CHEMICAL$  reduces the risk for myocardial infarction in men and  @DISEASE$  in women.,aspirin,D001241,Chemical,strokes,D020521,Disease,1
poisoning with yellow  @CHEMICAL$  classically manifests with acute hepatitis leading to  @DISEASE$  which may need liver transplantation.,phosphorus,D010758,Chemical,acute liver failure,D017114,Disease,1
"we used high-resolution mri and surface-based computational i @CHEMICAL$ ge analyses to  @CHEMICAL$ p regional abnor @CHEMICAL$ lities in the cortex, hippocampus, white  @CHEMICAL$ tter, and ventricles in 22 hu @CHEMICAL$ n subjects who used  @CHEMICAL$  and 21 age- @CHEMICAL$ tched, healthy controls.",ma,D008694,Chemical,abnormalities in the cortex,D001930,Disease,1
"conclusion: despite theoretical concerns that lidocaine may enhance  @CHEMICAL$- toxicity, the use of lidocaine in patients with  @CHEMICAL$--associated  @DISEASE$  was not associated with significant cardiovascular or central nervous system toxicity.",cocaine,D003042,Chemical,mi,D009203,Disease,1
reversal of  @CHEMICAL$--induced  @DISEASE$  of passive avoidance by pre- and post-training naloxone.,scopolamine,D012601,Chemical,amnesia,D000647,Disease,1
1% (n= 2) of control subjects had a  @DISEASE$  after the 480-mg  @CHEMICAL$  challenge test (chi(2)(3) = 16.,caffeine,D002110,Chemical,panic attack,D016584,Disease,1
"administration of mk-801 30 or 60 min after  @CHEMICAL$,, i.e., during  @DISEASE$,, gradually reduced electrical and behavioral seizure activity and greatly enhanced the survival rate.",pilocarpine,D010862,Chemical,status epilepticus,D013226,Disease,1
objective: to report a case of syndrome of inappropriate anti-diuretic hormone ((@DISEASE$)) secretion associated with  @CHEMICAL$..,desvenlafaxine,C086816,Chemical,siadh,D007177,Disease,1
"our data suggest that there is an association between  @DISEASE$,, no matter if associated with pd or mdp, and hyperreactivity to an oral  @CHEMICAL$  challenge test.",caffeine,D002110,Chemical,panic attacks,D016584,Disease,1
a score of 7 on the naranjo adverse drug reaction probability scale indicates a probable relationship between the patient's sinus  @DISEASE$  and the drug interaction between metoprolol and  @CHEMICAL$..,terbinafine,C041359,Chemical,bradycardia,D001919,Disease,1
"a case of nontraumatic  @DISEASE$  of the basilar artery in association with hypertension, smoke, and  @CHEMICAL$  is reported in a young female patient with a locked-in syndrome.",oral contraceptives,D003276,Chemical,dissecting aneurysm,D000784,Disease,1
the results suggest that increased brain serotoninergic transmission with  @CHEMICAL$  may reduce levodopa- or dopamine agonist-induced  @DISEASE$  without aggravating parkinsonian motor disability.,fluoxetine,D005473,Chemical,dyskinesias,D004409,Disease,1
intraperitoneal injection of  @CHEMICAL$  (400 mg/kg) induced  @DISEASE$..,pilocarpine,D010862,Chemical,tonic and clonic seizure,D012640,Disease,1
"background: several studies have demonstrated liposomal  @CHEMICAL$  (doxil) to be an active antineoplastic agent in platinum-resistant ovarian cancer, with dose limiting toxicity of the standard dosing regimen (50 mg/m(2) q 4 weeks) being severe erythrodysesthesia (""hand-foot syndrome"") and stomatitis.",doxorubicin,D004317,Chemical,hand-foot syndrome,D060831,Disease,1
"depressed hepatic secretion of triglyceride accounted only for 30 to 50% of accumulated hepatic triglyceride, indicating that additional mechanisms must be involved in the production of the triglyceride-rich  @DISEASE$  in response to  @CHEMICAL$..",tetracycline,D013752,Chemical,fatty liver,D005234,Disease,1
these data indicate that adult mouse atrial and ventricular cardiomyocytes do not synthesize dna in response to  @CHEMICAL$--induced  @DISEASE$..,isoproterenol,D007545,Chemical,cardiac hypertrophy,D006332,Disease,1
butyrylcholinesterase deficiency is characterized by prolonged apnea after the use of muscle relaxants (suxamethonium or mivacurium) in patients who have mutations in the bche gene.,suxamethonium,D013390,Chemical,butyrylcholinesterase deficiency,C537417,Disease,1
bradycardia induced by  @CHEMICAL$  is attributed to the speed of injection and to a dose-related dual effect of atropine-like drugs on muscarine receptors.,biperiden,D001712,Chemical,bradycardia,D001919,Disease,1
these results suggest that activation of nmda receptors plays an important role in  @DISEASE$  and brain damage in the  @CHEMICAL$--pilocarpine model.,lithium,D008094,Chemical,status epilepticus,D013226,Disease,1
an unexpected diagnosis in a renal-transplant patient with  @DISEASE$  treated with  @CHEMICAL$:: al amyloidosis.,everolimus,C107135,Chemical,proteinuria,D011507,Disease,1
"as tnf and paf are thought to be involved in the development of septic  @DISEASE$  and adult respiratory distress syndrome, we hypothesize that high-dose  @CHEMICAL$  may be associated with cytokine release.",ara-c,D003561,Chemical,shock,D012769,Disease,1
"during follow-up (median 5 years), there were no significant differences in rejection (acute and chronic), graft failure or survival between the groups (acetaminophen-induced  @DISEASE$  1 year 87%, 5 years 75%; non-acetaminophen-induced  @DISEASE$  88%, 78%; cld 93%, 82%: p>0.",acetaminophen,D000082,Chemical,alf,D017114,Disease,1
"in a 38-year-old male patient suffering from a severe postzosteric trigeminal neuralgia, intravenous application of 10 mg  @CHEMICAL$  lactate led to a long-lasting paradoxical reaction characterized by considerable bradycardia, dysarthria, and  @DISEASE$..",biperiden,D001712,Chemical,dysphagia,D003680,Disease,1
methods: outcomes were exa @DISEASE$ ned in patients ad @DISEASE$ tted for possible  @DISEASE$  after  @CHEMICAL$  use.,cocaine,D003042,Chemical,mi,D009203,Disease,1
"fatal  @CHEMICAL$  induced fulminant eosinophilic (hypersensitivity)  @DISEASE$:: emphasis on anatomical and histological characteristics, mechanisms and genetics of drug hypersensitivity and differential diagnosis.",carbamazepine,D002220,Chemical,myocarditis,D009205,Disease,1
summary: a 63-year-old caucasian man with renal amyloidosis undergoing peripheral blood stem cell collection for an autologous stem cell transplant developed extensive bilateral upper-extremity deep venous thrombosis ((@DISEASE$)) and pulmonary embolism secondary to  @CHEMICAL$--induced thrombocytopenia.,heparin,D006493,Chemical,dvt,D020246,Disease,1
poisoning with yellow  @CHEMICAL$  classically manifests with  @DISEASE$  leading to acute liver failure which may need liver transplantation.,phosphorus,D010758,Chemical,acute hepatitis,D006505,Disease,1
"vincristine was accidentally given intrathecally to a child with leukaemia, producing sensory and motor dysfunction followed by  @DISEASE$  and death.",vincristine,D014750,Chemical,encephalopathy,D001927,Disease,1
"total blindness with a transient  @DISEASE$  response, denervation supersensitivity, and abnormal visual-evoked potentials developed in a 54-year-old man after the use of  @CHEMICAL$  for leg cramps.",quinine sulfate,D011803,Chemical,tonic pupillary,D015845,Disease,1
studies were performed to examine the mechanisms for the protective effects of free radical scavengers on  @CHEMICAL$  (gm)-mediated  @DISEASE$..,gentamicin,D005839,Chemical,nephropathy,D007674,Disease,1
study hypothesis: administration of the benzodiazepine antagonist  @CHEMICAL$  may unmask  @DISEASE$  in mixed cocaine-benzodiazepine intoxication.,flumazenil,D005442,Chemical,seizures,D012640,Disease,1
an increase in tdr by dl-sotalol facilitated transmural propagation of eads that initiated multiple episodes of spontaneous  @DISEASE$  in 3 of 6 rabbit left ventricles.,sotalol,D013015,Chemical,tdp,D016171,Disease,1
results: we observed positive associations of  @DISEASE$  with  @CHEMICAL$  (odds ratio = 1.,ozone,D010126,Chemical,parkinson's disease,D010300,Disease,1
the case shows that prolonged jaw rigidity and  @DISEASE$  may occur after  @CHEMICAL$  in patients with atypical cholinesterase despite pretreatment with pancuronium.,suxamethonium,D013390,Chemical,myalgia,D063806,Disease,1
mechanisms of  @DISEASE$  induced by  @CHEMICAL$  (no) deficiency: focus on venous function.,nitric oxide,D009569,Chemical,hypertension,D006973,Disease,1
"in the third patient, the mpo-anca titre increased to 204 u/ml and she developed a higher fever,  @DISEASE$  and polyarthralgia, but the symptoms resolved 2 weeks after stopping  @CHEMICAL$  therapy, and the mpo-anca titre decreased to 20.",ptu,D011441,Chemical,oral ulcers,D019226,Disease,1
anticonvulsant actions of mk-801 on the lithium-pilocarpine model of  @DISEASE$  in rats.,pilocarpine,D010862,Chemical,status epilepticus,D013226,Disease,1
"overall,  @CHEMICAL$  was well-tolerated, with no significant adverse effects apart from  @DISEASE$  in one patient.",galantamine,D005702,Chemical,headaches,D006261,Disease,1
method: case-based observations from a medical intensive care unit (micu) in a tertiary care facility in a 27-year-old female with fhf from  @CHEMICAL$  and resultant  @DISEASE$..,acetaminophen,D000082,Chemical,cerebral edema,D001929,Disease,1
"we report a case of a 76-year-old man with waldenstrom macroglobulinaemia who suffered  @DISEASE$  without neutropenia after the combination treatment with bortezomib, high-dose  @CHEMICAL$  and rituximab.",dexamethasone,D003907,Chemical,necrotising fasciitis,D019115,Disease,1
electron microscopic investigations of the  @CHEMICAL$--induced  @DISEASE$  of the rat and their prevention by mesna.,cyclophosphamide,D003520,Chemical,lesions of the urinary bladder,D001745,Disease,1
seven of the 13 patients had exhibited a subclinical  @DISEASE$  state before  @CHEMICAL$  therapy.,cyclosporin a,D016572,Chemical,hypertensive,D006973,Disease,1
these findings demonstrate for the first time that a single high dose of  @CHEMICAL$  induces long-lasting  @DISEASE$--like behaviour in mice associated with a persistent disruption of frontostriatal dopaminergic and serotonergic homoeostasis.,meth,D008694,Chemical,depressive,D003866,Disease,1
objective: this study describes associations of ozone and fine  @CHEMICAL$  with  @DISEASE$  observed among farmers in north carolina and iowa.,particulate matter,D052638,Chemical,parkinson's disease,D010300,Disease,1
the aim of this study is to investigate the effects of propofol in intralipid or medialipid emulsions on  @CHEMICAL$--induced cardiotoxicity.,bupivacaine,D002045,Chemical,cardiotoxic,D066126,Disease,1
this suggests that bromocriptine should be further evaluated as potential therapy for  @CHEMICAL$--associated  @DISEASE$  and amenorrhea/galactorrhea.,neuroleptic,D014150,Chemical,hyperprolactinemia,D006966,Disease,1
hypotension induced by  @CHEMICAL$  was accompanied by significant decreases in mean pulmonary arterial pressure (p less than 0.,atp,D000255,Chemical,hypotension,D007022,Disease,1
"two hours after the sixth dose of  @CHEMICAL$,, she had an episode of generalized  @DISEASE$..",tna,D014148,Chemical,tonic clonic convulsions,D004830,Disease,1
"experimental studies in healthy human volunteers indicate  @CHEMICAL$  cause proximal tubular damage in most patients, but rarely, if ever, cause  @DISEASE$..",aminoglycosides,D000617,Chemical,glomerular or tubular dysfunction,D007674,Disease,1
focal cerebral ischemia in rats: effect of  @CHEMICAL$--induced  @DISEASE$  during reperfusion.,phenylephrine,D010656,Chemical,hypertension,D006973,Disease,1
liver-specific ablation of integrin-linked kinase in mice results in enhanced and prolonged cell proliferation and  @DISEASE$  after  @CHEMICAL$  administration.,phenobarbital,D010634,Chemical,hepatomegaly,D006529,Disease,1
objective: to assess whether  @CHEMICAL$  (pdn) produces  @DISEASE$  and/or cerebral glial changes in rats.,prednisone,D011241,Chemical,anxiety,D001008,Disease,1
"cotrimoxazole, metronidazole, and  @CHEMICAL$  were involved in 15 reported  @DISEASE$  episodes.",erythromycin,D004917,Chemical,manic,D001714,Disease,1
rats treated with 500 ppm  @CHEMICAL$  in the diet all developed a high incidence of left  @DISEASE$..,quinacrine hydrochloride,D011796,Chemical,atrial thrombosis,D003328,Disease,1
these doses of  @CHEMICAL$  were lower than those that would alone cause  @DISEASE$..,fzp,D005479,Chemical,convulsions,D012640,Disease,1
neuroleptic malignant syndrome induced by combination therapy with  @CHEMICAL$  and tiapride in a japanese patient with huntington's disease at the terminal stage of recurrent breast cancer.,tetrabenazine,D013747,Chemical,neuroleptic malignant syndrome,D009459,Disease,1
we report a case of acute interstitial nephritis ((@DISEASE$)) due to nicergoline ((@CHEMICAL$)).,sermion,D009530,Chemical,ain,D009395,Disease,1
six stable psychiatric outpatients with hyperprolactinemia and amenorrhea/oligomenorrhea associated with their  @CHEMICAL$  were treated with bromocriptine.,neuroleptic medications,D014150,Chemical,amenorrhea,D000568,Disease,1
thrombotic complications in acute promyelocytic leukemia during  @CHEMICAL$  therapy.,all-trans-retinoic acid,D014212,Chemical,thrombotic,D013927,Disease,1
purpose: this retrospective study used a pharmaceutical company's global safety database to determine the reporting rate of hyponatremia and/or  @DISEASE$  (siadh) among  @CHEMICAL$--treated patients and to explore the possibility of at-risk population subgroups.,vincristine,D014750,Chemical,syndrome of inappropriate secretion of anti-diuretic hormone,D007177,Disease,1
patients with this response more often had a history of  @DISEASE$  and had higher resting systolic and diastolic bp before  @CHEMICAL$  infusion.,dobutamine,D004280,Chemical,hypertension,D006973,Disease,1
"four types of experimental  @DISEASE$  are used--with  @CHEMICAL$,, with chloroform-adrenaline, with strophantine g and with aconitine.",bacl2,C024986,Chemical,arrhythmia,D001145,Disease,1
"we have described a patient with severe rheumatoid arthritis and a history of mefenamic acid nephropathy in whom hyperkalemia and inappropriate  @DISEASE$  were caused by both  @CHEMICAL$  and naproxen, without major decline in renal function.",indomethacin,D007213,Chemical,hypoaldosteronism,D006994,Disease,1
conclusions: the prevalence of  @CHEMICAL$--induced  @DISEASE$  in our patients was 44%.,levodopa,D007980,Chemical,dyskinesia,D004409,Disease,1
"the present study was designed to investigate the effect of 5 non-steroidal anti-inflammatory drugs, sodium salicylate,  @CHEMICAL$,, indomethacin, ibuprofen and mefenamic acid, on  @DISEASE$  produced by pilocarpine.",phenylbutazone,D010653,Chemical,seizures,D012640,Disease,1
"thereafter,  @DISEASE$  were induced by  @CHEMICAL$  injections in trained and non-trained control groups.",pilocarpine,D010862,Chemical,seizures,D012640,Disease,1
both anti-asthmatic and  @DISEASE$  effects of  @CHEMICAL$  were dose-related.,procaterol,D017265,Chemical,tremorgenic,D014202,Disease,1
two-dimensional speckle tracking echocardiography combined with high-sensitive cardiac troponin t in early detection and prediction of  @DISEASE$  during  @CHEMICAL$--based chemotherapy.,epirubicine,D015251,Chemical,cardiotoxicity,D066126,Disease,1
differential effects of non-steroidal anti-inflammatory drugs on seizures produced by  @CHEMICAL$  in rats.,pilocarpine,D010862,Chemical,seizure,D012640,Disease,1
